,Symbol,Name,Sector,industry,Exchange,CIK
2260,KS,KapStone Paper and Packaging Corporation,Basic Industries,Paper,NYSE,1325281
2261,KSM,Scudder Strategic Municiple Income Trust,,,NYSE,846596
2262,KSS,Kohl&#39;s Corporation,Consumer Services,Department/Specialty Retail Stores,NYSE,885639
2263,KST,Scudder Strategic Income Trust,,,NYSE,919708
2264,KSU,Kansas City Southern,Transportation,Railroads,NYSE,54480
2265,KT,KT Corporation,Public Utilities,Telecommunications Equipment,NYSE,54681
2266,KTCC,Key Tronic Corporation,Technology,Computer peripheral equipment,NASDAQ,719733
2267,KTEC,"Key Technology, Inc.",Technology,Industrial Machinery/Components,NASDAQ,906193
2268,KTF,Scudder Municiple Income Trust,,,NYSE,839533
2269,KTOS,"Kratos Defense & Security Solutions, Inc.",Capital Goods,Military/Government/Technical,NASDAQ,1069258
2270,KTWO,"K2M Group Holdings, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,1499807
2271,KVHI,"KVH Industries, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,1007587
2272,KW,Kennedy-Wilson Holdings Inc.,Finance,Real Estate,NYSE,1408100
2273,KWR,Quaker Chemical Corporation,Basic Industries,Major Chemicals,NYSE,81362
2274,KYE,"Kayne Anderson Energy Total Return Fund, Inc.",,,NYSE,1322652
2275,KYN,Kayne Anderson MLP Investment Company,,,NYSE,1293613
2276,KYO,Kyocera Corporation,Technology,Semiconductors,NYSE,57083
2277,KZ,KongZhong Corporation,Technology,Telecommunications Equipment,NASDAQ,1285137
2278,L,Loews Corporation,Finance,Property-Casualty Insurers,NYSE,1082114
2279,LABL,Multi-Color Corporation,Miscellaneous,Publishing,NASDAQ,819220
2280,LAD,"Lithia Motors, Inc.",Consumer Durables,Automotive Aftermarket,NYSE,1023128
2281,LADR,Ladder Capital Corp,Consumer Services,Real Estate Investment Trusts,NYSE,1577670
2282,LAKE,"Lakeland Industries, Inc.",Health Care,Industrial Specialties,NASDAQ,798081
2283,LAMR,Lamar Advertising Company,Consumer Services,Real Estate Investment Trusts,NASDAQ,1090425
2284,LANC,Lancaster Colony Corporation,Consumer Non-Durables,Packaged Foods,NASDAQ,57515
2285,LAND,Gladstone Land Corporation,Consumer Services,Real Estate Investment Trusts,NASDAQ,1495240
2286,LAQ,"Latin America Equity Fund, Inc. (The)",,,AMEX,879357
2287,LARK,Landmark Bancorp Inc.,Finance,Major Banks,NASDAQ,1141688
2288,LAWS,"Lawson Products, Inc.",Consumer Durables,Industrial Specialties,NASDAQ,703604
2289,LAYN,Layne Christensen Company,Basic Industries,Engineering & Construction,NASDAQ,888504
2290,LAZ,Lazard Ltd.,Finance,Investment Managers,NYSE,1311370
2291,LB,"L Brands, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE,57139
2292,LBAI,"Lakeland Bancorp, Inc.",Finance,Major Banks,NASDAQ,846901
2293,LBF,"Scudder Global High Income Fund, Inc.",,,NYSE,887590
2294,LBIO,"Lion Biotechnologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,1425205
2295,LBIX,Leading Brands Inc,Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ,884247
2296,LBY,"Libbey, Inc.",Capital Goods,Industrial Machinery/Components,AMEX,902274
2297,LC,LendingClub Corporation,Miscellaneous,Business Services,NYSE,59229
2298,LCI,Lannett Co Inc,Health Care,Major Pharmaceuticals,NYSE,57725
2299,LCM,Advent/Claymore Enhanced Growth & Income Fund,,,NYSE,1278460
2300,LCNB,LCNB Corporation,Finance,Major Banks,NASDAQ,1074902
2301,LCUT,"Lifetime Brands, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ,874396
2302,LDF,"Latin American Discovery Fund, Inc. (The)",,,NYSE,884461
2303,LDL,"Lydall, Inc.",Capital Goods,Auto Parts:O.E.M.,NYSE,60977
2304,LDOS,"Leidos Holdings, Inc.",Technology,EDP Services,NYSE,1336920
2305,LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",,,NYSE,1548717
2306,LDR,"Landauer, Inc.",Capital Goods,Industrial Machinery/Components,NYSE,825410
2307,LE,"Lands&#39; End, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ,799288
2308,LEA,Lear Corporation,Capital Goods,Auto Parts:O.E.M.,NYSE,842162
2309,LECO,"Lincoln Electric Holdings, Inc.",Technology,Industrial Machinery/Components,NASDAQ,59527
2310,LEDS,SemiLEDS Corporation,Technology,Semiconductors,NASDAQ,1333822
2311,LEE,"Lee Enterprises, Incorporated",Consumer Services,Newspapers/Magazines,NYSE,58361
2312,LEG,"Leggett & Platt, Incorporated",Consumer Durables,Home Furnishings,NYSE,58492
2313,LEI,"Lucas Energy, Inc.",Energy,Oil & Gas Production,AMEX,1309082
2314,LEJU,Leju Holdings Limited,Finance,Real Estate,NYSE,1596856
2315,LEN,Lennar Corporation,Basic Industries,Homebuilding,NYSE,920760
2316,LENS,Presbia PLC,Health Care,Medical/Dental Instruments,NASDAQ,831861
2317,LEO,"Dreyfus Strategic Municipals, Inc.",,,NYSE,818972
2318,LFUS,"Littelfuse, Inc.",Consumer Durables,Electrical Products,NASDAQ,889331
2319,LFVN,Lifevantage Corporation,Health Care,Major Pharmaceuticals,NASDAQ,849146
2320,LGCY,Legacy Reserves LP,Energy,Oil & Gas Production,NASDAQ,1358831
2321,LGI,Lazard Global Total Return and Income Fund,,,NYSE,1278211
2322,LGIH,"LGI Homes, Inc.",Capital Goods,Homebuilding,NASDAQ,1580670
2323,LGL,"LGL Group, Inc. (The)",Capital Goods,Industrial Machinery/Components,AMEX,61004
2324,LGND,Ligand Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals,NASDAQ,886163
2325,LH,Laboratory Corporation of America Holdings,Health Care,Medical Specialities,NYSE,920148
2326,LHCG,LHC Group,Health Care,Medical/Nursing Services,NASDAQ,1303313
2327,LHO,LaSalle Hotel Properties,Consumer Services,Real Estate Investment Trusts,NYSE,1053532
2328,LIFE,"aTyr Pharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,1302676
2329,LII,"Lennox International, Inc.",Capital Goods,Industrial Machinery/Components,NYSE,1069202
2330,LINC,Lincoln Educational Services Corporation,Consumer Services,Other Consumer Services,NASDAQ,1286613
2331,LINK,"Interlink Electronics, Inc.",Technology,Computer peripheral equipment,NASDAQ,828146
2332,LION,Fidelity Southern Corporation,Finance,Major Banks,NASDAQ,822662
2333,LIOX,"Lionbridge Technologies, Inc.",Miscellaneous,Business Services,NASDAQ,1058299
2334,LIQT,"LiqTech International, Inc.",Technology,Industrial Machinery/Components,AMEX,773603
2335,LITB,"LightInTheBox Holding Co., Ltd.",Consumer Services,Catalog/Specialty Distribution,NYSE,1523836
2336,LITE,Lumentum Holdings Inc.,Consumer Durables,Telecommunications Equipment,NASDAQ,1633978
2337,LIVE,Live Ventures Incorporated,Technology,EDP Services,NASDAQ,1045742
2338,LJPC,La Jolla Pharmaceutical Company,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,920465
2339,LKFN,Lakeland Financial Corporation,Finance,Major Banks,NASDAQ,721994
2340,LKQ,LKQ Corporation,Consumer Services,Motor Vehicles,NASDAQ,1065696
2341,LL,"Lumber Liquidators Holdings, Inc",Consumer Services,RETAIL: Building Materials,NYSE,1396033
2342,LLL,"L-3 Communications Holdings, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NYSE,1056239
2343,LLNW,"Limelight Networks, Inc.",Miscellaneous,Business Services,NASDAQ,1391127
2344,LLTC,Linear Technology Corporation,Technology,Semiconductors,NASDAQ,791907
2345,LLY,Eli Lilly and Company,Health Care,Major Pharmaceuticals,NYSE,59478
2346,LM,"Legg Mason, Inc.",Finance,Investment Managers,NYSE,704051
2347,LMAT,"LeMaitre Vascular, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,1158895
2348,LMIA,"LMI Aerospace, Inc.",Capital Goods,Military/Government/Technical,NASDAQ,1059562
2349,LMNR,Limoneira Co,Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ,1342423
2350,LMNX,Luminex Corporation,Health Care,Medical/Dental Instruments,NASDAQ,1033905
2351,LMOS,Lumos Networks Corp.,Public Utilities,Telecommunications Equipment,NASDAQ,1520744
2352,LMT,Lockheed Martin Corporation,Capital Goods,Military/Government/Technical,NYSE,936468
2353,LNC,Lincoln National Corporation,Finance,Life Insurance,NYSE,59558
2354,LNCE,"Snyder&#39;s-Lance, Inc.",Consumer Non-Durables,Specialty Foods,NASDAQ,57528
2355,LND,Brasilagro Cia Brasileira De Propriedades Agricolas,,,NYSE,59560
2356,LNDC,Landec Corporation,Basic Industries,Major Chemicals,NASDAQ,1005286
2357,LNG,"Cheniere Energy, Inc.",Public Utilities,Oil/Gas Transmission,AMEX,3570
2358,LNN,Lindsay Corporation,Capital Goods,Industrial Machinery/Components,NYSE,836157
2359,LNT,Alliant Energy Corporation,Public Utilities,Power Generation,NYSE,352541
2360,LNTH,"Lantheus Holdings, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ,1521036
2361,LOB,"Live Oak Bancshares, Inc.",Finance,Major Banks,NASDAQ,1462120
2362,LOCK,"LifeLock, Inc.",Technology,EDP Services,NYSE,1383871
2363,LODE,"Comstock Mining, Inc.",Basic Industries,Precious Metals,AMEX,1120970
2364,LOGI,Logitech International S.A.,Technology,Computer peripheral equipment,NASDAQ,1032975
2365,LOGM,"LogMein, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,1420302
2366,LOPE,"Grand Canyon Education, Inc.",Consumer Services,Other Consumer Services,NASDAQ,1434588
2367,LOR,"Lazard World Dividend & Income Fund, Inc.",,,NYSE,1323206
2368,LORL,"Loral Space and Communications, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,1006269
2369,LOV,"Spark Networks, Inc.",Miscellaneous,Business Services,AMEX,1314475
2370,LOW,"Lowe&#39;s Companies, Inc.",Consumer Services,RETAIL: Building Materials,NYSE,60667
2371,LOXO,"Loxo Oncology, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1581720
2372,LPG,Dorian LPG Ltd.,Transportation,Marine Transportation,NYSE,1596993
2373,LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas Production,NYSE,1528129
2374,LPLA,LPL Financial Holdings Inc.,Finance,Investment Bankers/Brokers/Service,NASDAQ,1397911
2375,LPNT,"LifePoint Health, Inc.",Health Care,Hospital/Nursing Management,NASDAQ,1301611
2376,LPSN,"LivePerson, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,1102993
2377,LPTH,"LightPath Technologies, Inc.",Technology,Semiconductors,NASDAQ,889971
2378,LPTN,"Lpath, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,1251769
2379,LPX,Louisiana-Pacific Corporation,Basic Industries,Forest Products,NYSE,60519
2380,LQDT,"Liquidity Services, Inc.",Miscellaneous,Business Services,NASDAQ,1235468
2381,LRCX,Lam Research Corporation,Technology,Industrial Machinery/Components,NASDAQ,707549
2382,LRN,K12 Inc,Consumer Services,Other Consumer Services,NYSE,1157408
2383,LSBK,"Lake Shore Bancorp, Inc.",Finance,Savings Institutions,NASDAQ,1341318
2384,LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors,NASDAQ,855658
2385,LSI,"Life Storage, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,703360
2386,LSTR,"Landstar System, Inc.",Transportation,Trucking Freight/Courier Services,NASDAQ,853816
2387,LTBR,Lightbridge Corporation,Consumer Services,Professional Services,NASDAQ,1084554
2388,LTC,"LTC Properties, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,887905
2389,LTEA,Long Island Iced Tea Corp.,Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ,1629261
2390,LTRX,"Lantronix, Inc.",Technology,Computer Communications Equipment,NASDAQ,1114925
2391,LTS,Ladenburg Thalmann Financial Services Inc,Finance,Investment Bankers/Brokers/Service,AMEX,1029730
2392,LUB,"Luby&#39;s, Inc.",Consumer Services,Restaurants,NYSE,16099
2393,LUK,Leucadia National Corporation,Consumer Non-Durables,Meat/Poultry/Fish,NYSE,96223
2394,LULU,lululemon athletica inc.,Consumer Non-Durables,Apparel,NASDAQ,1397187
2395,LUNA,Luna Innovations Incorporated,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ,1239819
2396,LUV,Southwest Airlines Company,Transportation,Air Freight/Delivery Services,NYSE,92380
2397,LVLT,"Level 3 Communications, Inc.",Public Utilities,Telecommunications Equipment,NYSE,794323
2398,LVS,Las Vegas Sands Corp.,Consumer Services,Hotels/Resorts,NYSE,1300514
2399,LWAY,"Lifeway Foods, Inc.",Consumer Non-Durables,Packaged Foods,NASDAQ,814586
2400,LXP,Lexington Realty Trust,Consumer Services,Real Estate Investment Trusts,NYSE,910108
2401,LXU,Lsb Industries Inc.,Basic Industries,Major Chemicals,NYSE,60714
2402,LYB,LyondellBasell Industries NV,Basic Industries,Major Chemicals,NYSE,1489393
2403,LYTS,LSI Industries Inc.,Consumer Durables,Building Products,NASDAQ,763532
2404,LYV,"Live Nation Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,NYSE,1335258
2405,LZB,La-Z-Boy Incorporated,Consumer Durables,Home Furnishings,NYSE,57131
2406,MA,Mastercard Incorporated,Miscellaneous,Business Services,NYSE,1141391
2407,MAA,"Mid-America Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,912595
2408,MAB,Eaton Vance Massachusetts Municipal Bond Fund,,,AMEX,1196871
2409,MAC,Macerich Company (The),Consumer Services,Real Estate Investment Trusts,NYSE,912242
2410,MACK,"Merrimack Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1274792
2411,MAG,MAG Silver Corporation,Basic Industries,Precious Metals,AMEX,751085
2412,MAGS,Magal Security Systems Ltd.,Consumer Durables,Telecommunications Equipment,NASDAQ,896494
2413,MAIN,Main Street Capital Corporation,,,NYSE,1396440
2414,MAMS,"MAM Software Group, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,832488
2415,MAN,ManpowerGroup,Technology,Professional Services,NYSE,871763
2416,MANH,"Manhattan Associates, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,1056696
2417,MANT,ManTech International Corporation,Consumer Services,Other Consumer Services,NASDAQ,892537
2418,MANU,Manchester United Ltd.,Consumer Services,Services-Misc. Amusement & Recreation,NYSE,908440
2419,MAR,Marriott International,Consumer Services,Hotels/Resorts,NASDAQ,1048286
2420,MARA,"Marathon Patent Group, Inc.",Miscellaneous,Multi-Sector Companies,NASDAQ,1507605
2421,MAS,Masco Corporation,Basic Industries,Forest Products,NYSE,62996
2422,MASI,Masimo Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ,937556
2423,MAT,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys,NASDAQ,63276
2424,MATR,Mattersight Corporation,Technology,EDP Services,NASDAQ,1094348
2425,MATW,Matthews International Corporation,Capital Goods,Metal Fabrications,NASDAQ,63296
2426,MATX,"Matson, Inc.",Consumer Services,Marine Transportation,NYSE,1541927
2427,MAV,Pioneer Municipal High Income Advantage Trust,,,NYSE,1258943
2428,MAYS,"J. W. Mays, Inc.",Consumer Services,Building operators,NASDAQ,54187
2429,MB,"MINDBODY, Inc.",Technology,EDP Services,NASDAQ,1458962
2430,MBCN,Middlefield Banc Corp.,Finance,Major Banks,NASDAQ,836147
2431,MBFI,MB Financial Inc.,Finance,Major Banks,NASDAQ,1139812
2432,MBI,"MBIA, Inc.",Finance,Property-Casualty Insurers,NYSE,814585
2433,MBII,"Marrone Bio Innovations, Inc.",Basic Industries,Agricultural Chemicals,NASDAQ,1441693
2434,MBLX,"Metabolix, Inc.",Basic Industries,Containers/Packaging,NASDAQ,1121702
2435,MBLY,Mobileye N.V.,Technology,Computer Software: Prepackaged Software,NYSE,1607310
2436,MBRG,Middleburg Financial Corporation,Finance,Major Banks,NASDAQ,914138
2437,MBRX,"Moleculin Biotech, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1053221
2438,MBTF,M B T Financial Corp,Finance,Major Banks,NASDAQ,1118237
2439,MBUU,"Malibu Boats, Inc.",Capital Goods,Marine Transportation,NASDAQ,1590976
2440,MBVT,"Merchants Bancshares, Inc.",Finance,Major Banks,NASDAQ,726517
2441,MBWM,Mercantile Bank Corporation,Finance,Major Banks,NASDAQ,1042729
2442,MCA,"Blackrock MuniYield California Insured Fund, Inc.",,,NYSE,888410
2443,MCBC,Macatawa Bank Corporation,Finance,Major Banks,NASDAQ,1053584
2444,MCC,Medley Capital Corporation,,,NYSE,1490349
2445,MCD,McDonald&#39;s Corporation,Consumer Services,Restaurants,NYSE,63908
2446,MCEP,"Mid-Con Energy Partners, LP",Energy,Oil & Gas Production,NASDAQ,1527709
2447,MCF,Contango Oil & Gas Company,Energy,Oil & Gas Production,AMEX,1071993
2448,MCHP,Microchip Technology Incorporated,Technology,Semiconductors,NASDAQ,827054
2449,MCHX,"Marchex, Inc.",Miscellaneous,Business Services,NASDAQ,1224133
2450,MCI,Barings Corporate Investors,,,NYSE,275694
2451,MCK,McKesson Corporation,Health Care,Other Pharmaceuticals,NYSE,927653
2452,MCN,Madison Covered Call & Equity Strategy Fund,,,NYSE,1289868
2453,MCO,Moody&#39;s Corporation,Finance,Finance: Consumer Services,NYSE,1059556
2454,MCR,MFS Charter Income Trust,,,NYSE,851170
2455,MCRB,"Seres Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1609809
2456,MCRI,"Monarch Casino & Resort, Inc.",Consumer Services,Hotels/Resorts,NASDAQ,907242
2457,MCRN,Milacron Holdings Corp.,Technology,Industrial Machinery/Components,NYSE,1637913
2458,MCS,Marcus Corporation (The),Consumer Services,Movies/Entertainment,NYSE,62234
2459,MCX,Medley Capital Corporation,,,NYSE,847831
2460,MCY,Mercury General Corporation,Finance,Property-Casualty Insurers,NYSE,64996
2461,MCZ,Mad Catz Interactive Inc,Consumer Non-Durables,Recreational Products/Toys,AMEX,1088162
2462,MDC,"M.D.C. Holdings, Inc.",Capital Goods,Homebuilding,NYSE,773141
2463,MDCA,MDC Partners Inc.,Technology,Advertising,NASDAQ,876883
2464,MDCO,The Medicines Company,Health Care,Major Pharmaceuticals,NASDAQ,1113481
2465,MDLY,Medley Management Inc.,Finance,Investment Managers,NYSE,1611110
2466,MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,Packaged Foods,NASDAQ,1103982
2467,MDP,Meredith Corporation,Consumer Services,Newspapers/Magazines,NYSE,65011
2468,MDR,"McDermott International, Inc.",Capital Goods,Metal Fabrications,NYSE,708819
2469,MDRX,"Allscripts Healthcare Solutions, Inc.",Technology,EDP Services,NASDAQ,1124804
2470,MDSO,"Medidata Solutions, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,1453814
2471,MDT,Medtronic plc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NYSE,64670
2472,MDU,"MDU Resources Group, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE,67716
2473,MDXG,"MiMedx Group, Inc",Health Care,Medical/Dental Instruments,NASDAQ,1376339
2474,MED,MEDIFAST INC,Consumer Non-Durables,Packaged Foods,NYSE,910329
2475,MEET,"MeetMe, Inc.",Consumer Services,Advertising,NASDAQ,1078099
2476,MEG,"Media General, Inc.",Consumer Services,Broadcasting,NYSE,216539
2477,MELI,"MercadoLibre, Inc.",Miscellaneous,Business Services,NASDAQ,1099590
2478,MELR,"Melrose Bancorp, Inc.",Finance,Major Banks,NASDAQ,1600890
2479,MEMP,Memorial Production Partners LP,Energy,Oil & Gas Production,NASDAQ,1521847
2480,MEN,"Blackrock MuniEnhanced Fund, Inc.",,,NYSE,844172
2481,MENT,Mentor Graphics Corporation,Technology,EDP Services,NASDAQ,701811
2482,MEP,"Midcoast Energy Partners, L.P.",Public Utilities,Oil & Gas Production,NYSE,1578685
2483,MERC,Mercer International Inc.,Basic Industries,Paper,NASDAQ,1333274
2484,MESO,Mesoblast Limited,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,1062386
2485,MET,"MetLife, Inc.",Finance,Life Insurance,NYSE,1099219
2486,MFA,"MFA Financial, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,1055160
2487,MFD,Macquarie/First Trust Global,,,NYSE,1276469
2488,MFG,"Mizuho Financial Group, Inc.",Finance,Major Banks,NYSE,1335730
2489,MFL,Blackrock MuniHoldings Investment Quality Fund,,,NYSE,1045126
2490,MFM,MFS Municipal Income Trust,,,NYSE,801961
2491,MFNC,Mackinac Financial Corporation,Finance,Major Banks,NASDAQ,36506
2492,MFRI,"MFRI, Inc.",Capital Goods,Pollution Control Equipment,NASDAQ,914122
2493,MFS,"Manitowoc Food Service, Inc.",Technology,Industrial Machinery/Components,NYSE,1650962
2494,MFSF,MutualFirst Financial Inc.,Finance,Major Banks,NASDAQ,1094810
2495,MFT,Blackrock MuniYield Investment QualityFund,,,NYSE,891188
